Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1830.0000     -2639.557    -2684.214       44.657  1233.9
1832.0000     -2639.714    -2686.342       46.628  1288.3
1834.0000     -2639.571    -2686.115       46.544  1286.0
1836.0000     -2640.134    -2689.580       49.446  1366.2
1838.0000     -2639.803    -2686.682       46.879  1295.3
1840.0000     -2639.682    -2686.002       46.320  1279.8
1842.0000     -2639.615    -2684.421       44.806  1238.0
1844.0000     -2639.625    -2684.481       44.856  1239.4
1846.0000     -2638.492    -2684.155       45.663  1261.7
1848.0000     -2638.913    -2685.873       46.960  1297.5
1850.0000     -2638.418    -2683.110       44.692  1234.8
1852.0000     -2638.869    -2682.942       44.073  1217.7
1854.0000     -2638.899    -2681.405       42.506  1174.4
1856.0000     -2639.052    -2685.141       46.090  1273.5
1858.0000     -2638.801    -2685.687       46.886  1295.4
1860.0000     -2639.596    -2686.056       46.460  1283.7
1862.0000     -2639.464    -2685.139       45.675  1262.0
1864.0000     -2638.935    -2685.820       46.886  1295.4
1866.0000     -2637.592    -2683.183       45.591  1259.7
1868.0000     -2636.997    -2680.268       43.271  1195.6
1870.0000     -2638.995    -2684.528       45.533  1258.1
1872.0000     -2639.667    -2684.777       45.110  1246.4
1874.0000     -2639.114    -2683.632       44.519  1230.0
1876.0000     -2638.778    -2686.302       47.524  1313.1
1878.0000     -2639.289    -2688.770       49.481  1367.2
1880.0000     -2638.811    -2684.647       45.836  1266.4
1882.0000     -2639.188    -2684.831       45.642  1261.1
1884.0000     -2638.946    -2688.715       49.769  1375.1
1886.0000     -2638.498    -2687.487       48.990  1353.6
1888.0000     -2637.818    -2683.833       46.015  1271.4
1890.0000     -2638.290    -2686.157       47.867  1322.5
1892.0000     -2639.486    -2687.124       47.637  1316.2
1894.0000     -2639.564    -2685.760       46.196  1276.4
1896.0000     -2639.667    -2686.805       47.138  1302.4
1898.0000     -2639.799    -2686.624       46.825  1293.8
1900.0000     -2639.553    -2684.089       44.537  1230.5
1902.0000     -2639.646    -2684.231       44.586  1231.9
1904.0000     -2639.631    -2685.787       46.156  1275.3
1906.0000     -2639.476    -2683.780       44.304  1224.1
1908.0000     -2639.040    -2684.383       45.343  1252.8
1910.0000     -2638.199    -2681.229       43.030  1188.9
1912.0000     -2638.705    -2680.947       42.241  1167.1
1914.0000     -2639.378    -2685.654       46.276  1278.6
1916.0000     -2638.759    -2685.589       46.830  1293.9
1918.0000     -2638.944    -2683.575       44.631  1233.2
1920.0000     -2638.740    -2686.287       47.548  1313.7
1922.0000     -2638.528    -2685.151       46.623  1288.2
1924.0000     -2638.255    -2685.612       47.357  1308.5
1926.0000     -2639.209    -2686.679       47.470  1311.6
1928.0000     -2640.023    -2682.689       42.666  1178.9
1930.0000     -2640.333    -2688.405       48.072  1328.2
1932.0000     -2639.835    -2686.440       46.605  1287.7
1934.0000     -2640.171    -2688.589       48.418  1337.8
1936.0000     -2639.556    -2683.256       43.699  1207.4
1938.0000     -2639.465    -2684.069       44.604  1232.4
1940.0000     -2639.842    -2685.979       46.137  1274.8
1942.0000     -2639.955    -2682.294       42.340  1169.8
1944.0000     -2639.173    -2686.227       47.053  1300.1
1946.0000     -2639.239    -2687.087       47.847  1322.0
1948.0000     -2639.281    -2682.211       42.930  1186.2
1950.0000     -2639.248    -2687.386       48.138  1330.1
1952.0000     -2638.986    -2685.830       46.844  1294.3
1954.0000     -2639.354    -2684.687       45.333  1252.5
1956.0000     -2639.397    -2683.317       43.921  1213.5
1958.0000     -2639.906    -2687.815       47.909  1323.7
1960.0000     -2639.992    -2687.282       47.290  1306.6
1962.0000     -2639.854    -2682.627       42.773  1181.8
1964.0000     -2640.042    -2687.668       47.626  1315.9
1966.0000     -2640.146    -2685.405       45.259  1250.5
1968.0000     -2640.165    -2685.778       45.614  1260.3
1970.0000     -2639.810    -2687.415       47.605  1315.3
1972.0000     -2640.117    -2685.770       45.653  1261.4
1974.0000     -2640.524    -2687.676       47.152  1302.8
1976.0000     -2640.436    -2687.392       46.956  1297.4
1978.0000     -2640.506    -2690.630       50.124  1384.9
1980.0000     -2639.964    -2683.103       43.139  1191.9
1982.0000     -2639.696    -2684.270       44.574  1231.6
1984.0000     -2639.905    -2684.498       44.593  1232.1
1986.0000     -2639.773    -2686.942       47.169  1303.3
1988.0000     -2640.186    -2688.514       48.328  1335.3
1990.0000     -2639.309    -2684.346       45.037  1244.4
1992.0000     -2639.262    -2685.349       46.088  1273.4
1994.0000     -2640.348    -2687.039       46.692  1290.1
1996.0000     -2640.344    -2684.660       44.317  1224.5
1998.0000     -2639.733    -2688.517       48.783  1347.9
2000.0000     -2640.633    -2685.017       44.384  1226.3
2002.0000     -2640.034    -2685.584       45.550  1258.5
2004.0000     -2640.059    -2687.451       47.392  1309.4
2006.0000     -2639.999    -2686.222       46.224  1277.2
2008.0000     -2640.461    -2686.899       46.438  1283.1
2010.0000     -2640.391    -2689.580       49.189  1359.1
2012.0000     -2640.833    -2686.524       45.691  1262.4
2014.0000     -2640.505    -2686.361       45.856  1267.0
2016.0000     -2640.681    -2684.544       43.863  1211.9
2018.0000     -2640.070    -2683.127       43.057  1189.7
2020.0000     -2640.105    -2683.173       43.068  1190.0
2022.0000     -2640.446    -2685.609       45.162  1247.8
2024.0000     -2640.002    -2687.886       47.884  1323.0
2026.0000     -2640.120    -2687.774       47.655  1316.7
2028.0000     -2639.678    -2685.155       45.477  1256.5
2030.0000     -2640.006    -2686.532       46.527  1285.5
2032.0000     -2640.065    -2686.391       46.326  1280.0
2034.0000     -2640.299    -2686.266       45.967  1270.1
2036.0000     -2640.535    -2687.459       46.924  1296.5
2038.0000     -2639.772    -2685.233       45.461  1256.1
2040.0000     -2639.743    -2684.885       45.142  1247.3
2042.0000     -2640.117    -2685.103       44.986  1243.0
2044.0000     -2640.317    -2685.090       44.773  1237.1
2046.0000     -2640.023    -2685.998       45.975  1270.3
2048.0000     -2640.275    -2686.301       46.026  1271.7
2050.0000     -2639.510    -2686.190       46.680  1289.8
2052.0000     -2639.502    -2683.285       43.783  1209.7
2054.0000     -2639.522    -2687.192       47.670  1317.1
2056.0000     -2640.218    -2686.487       46.269  1278.4
2058.0000     -2639.805    -2685.816       46.011  1271.3
2060.0000     -2639.852    -2687.417       47.566  1314.2
2062.0000     -2639.377    -2685.940       46.563  1286.5
2064.0000     -2638.994    -2684.936       45.942  1269.4
2066.0000     -2639.368    -2684.136       44.768  1236.9
